"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000005513",16.8639966654017,-1.97483525348847,0.547067222106071,-3.60985848482359,0.00030636410245694,0.00425029517567388
"ENSG00000010438",74.5894167971834,1.02693130791524,0.307516296083075,3.33943703470536,0.000839483794567161,0.00996920965748932
"ENSG00000013588",31.1733086523877,-1.38668556169003,0.368715372540867,-3.76085638126286,0.000169332636296814,0.00258902545371316
"ENSG00000013810",35.3868059998518,-1.8475243059577,0.351531328454935,-5.25564624375874,1.47505584487607e-07,4.40058327054694e-06
"ENSG00000023608",47.0789485527798,-1.44483500714977,0.304262759309108,-4.74864229336041,2.04786780496205e-06,4.92763994118574e-05
"ENSG00000023909",38.4068368260089,-1.05247834041802,0.376065456624193,-2.79865731318624,0.0051315566056087,0.0450079517594273
"ENSG00000026025",88.6990386322899,-1.48628225005778,0.23082688407763,-6.43894776813749,1.20304587988645e-10,5.6962282016043e-09
"ENSG00000026652",26.0142385858545,-1.41721806783221,0.39502371636,-3.58767843331371,0.000333635405453431,0.00458530007607253
"ENSG00000052802",195.358352686963,1.41625407285394,0.186102516739945,7.61007479997155,2.73937336542157e-14,2.03073344735645e-12
"ENSG00000053747",130.133433151657,1.09907754115414,0.195667265515867,5.61707416034295,1.9421807856703e-08,6.85272345482421e-07
"ENSG00000054967",68.2144489923574,1.13770799951547,0.269223494460884,4.22588675551411,2.38001667649774e-05,0.000458449931465012
"ENSG00000059378",42.3662846137495,-1.61780467019418,0.326284101993608,-4.95826998713492,7.11236784252467e-07,1.87761394231254e-05
"ENSG00000060762",39.8562534409302,-1.09074209373261,0.348078811007644,-3.13360669836538,0.0017267212787663,0.0183924636645368
"ENSG00000064300",23.9061823911257,-2.20233703948724,0.466443516262208,-4.72155140484194,2.34052458384027e-06,5.54100320025926e-05
"ENSG00000064961",47.6728845561875,-1.02428366086467,0.309607355068265,-3.30833116234862,0.000938537565721828,0.0109318573459337
"ENSG00000065526",73.6703935227891,-1.1961168717627,0.238006391379517,-5.02556618261319,5.01949419547938e-07,1.36437288520826e-05
"ENSG00000066697",77.1566794037788,-1.33019155138268,0.269029601401123,-4.94440591092937,7.63764178933925e-07,2.00905566637852e-05
"ENSG00000067057",251.211301703725,-1.55123955253199,0.136441431820995,-11.3692705494849,5.94826011053645e-30,1.74617123804908e-27
"ENSG00000067082",602.368887792409,-1.25734239771248,0.0914479126584272,-13.7492738889389,5.14432299571373e-43,2.35963665409644e-40
"ENSG00000067798",21.890448268855,-1.26684673137751,0.421937676053414,-3.0024498955081,0.00267816055838981,0.0263141838477508
"ENSG00000072786",48.2124581407398,-1.16643583898551,0.29481246198437,-3.95653504988995,7.60447351702231e-05,0.00129188035049599
"ENSG00000074855",23.1745168881995,1.41690623726721,0.421525171629355,3.36137989527489,0.000775540770454806,0.009300153128052
"ENSG00000084207",1180.96162355391,1.00665663137336,0.079750318546684,12.6226032662689,1.58493841464935e-36,5.53898239291029e-34
"ENSG00000085563",61.0224054631104,1.54862372037115,0.279388938877537,5.5428956013536,2.9751025830056e-08,1.0015723787467e-06
"ENSG00000087085",76.3566892512005,-1.91381483634013,0.285764678609819,-6.6971707128061,2.12493339358035e-11,1.09055148080323e-09
"ENSG00000088002",111.127192509011,1.0047238560768,0.234362784127029,4.28704523126087,1.81065435897862e-05,0.000361097617949568
"ENSG00000088448",21.3789884157263,-2.37140242373675,0.473229692809574,-5.01110234579257,5.41191204668612e-07,1.46560968673909e-05
"ENSG00000092295",121.626640484689,1.21370185947667,0.249745719377504,4.85975039933356,1.17533840346552e-06,2.9950724107755e-05
"ENSG00000095739",22.7835126621194,-1.55512804820293,0.469997449487893,-3.30880103689368,0.000936963959951962,0.0109318573459337
"ENSG00000099194",534.387741861348,1.04362920141189,0.121697189958825,8.57562283701859,9.85520068131909e-18,1.07951220597315e-15
"ENSG00000099337",37.0653406416308,1.15788341564625,0.391833578228558,2.95503877151348,0.00312629759955426,0.0301101024712975
"ENSG00000099822",34.981990211902,-2.05430168130955,0.399418041043718,-5.14323708548933,2.70044478203361e-07,7.62252471359409e-06
"ENSG00000099860",770.471531293883,-1.44801230025295,0.0986865054566733,-14.672850087783,9.62171379878758e-49,5.43182750533093e-46
"ENSG00000100170",26.0297881788599,1.70665014179139,0.482130648939723,3.53980844309436,0.000400417556516642,0.00541190505943947
"ENSG00000100344",19.1273722950051,1.41137303969627,0.497001165547115,2.83977812837236,0.00451449212694104,0.0407525925210582
"ENSG00000100625",30.4631983091145,-1.12741913249866,0.37827273494845,-2.98043984759384,0.00287834761767557,0.0279790637961867
"ENSG00000100739",26.8408218505411,-1.5113161736708,0.401815380091999,-3.76122032293729,0.00016908640954281,0.00258902545371316
"ENSG00000101000",36.3120849360031,1.45732709354972,0.49160663137041,2.96441707770957,0.00303256961172819,0.0293228305408079
"ENSG00000101444",61.2296987020905,1.15349401741234,0.306791487027086,3.75986318456906,0.000170006306273888,0.00259392158366749
"ENSG00000101447",38.4807261776649,-1.38660586737304,0.336854562385211,-4.11633393816819,3.8494645375527e-05,0.000706280506027482
"ENSG00000103034",44.0339719281628,-2.0103441716874,0.318943685261895,-6.30313207184724,2.91690128812453e-10,1.29740233657854e-08
"ENSG00000104140",74.5421238404001,1.15196262669076,0.358489158364255,3.2133820502328,0.00131181665988217,0.014653611060693
"ENSG00000104722",266.209051571719,1.24163151728151,0.163128102401981,7.61138944791911,2.71164790259618e-14,2.03069224052586e-12
"ENSG00000105327",21.7238541890872,-1.50988535920283,0.445934865811688,-3.38588765974722,0.000709484215740324,0.00864934328790405
"ENSG00000105784",25.2461104792535,-1.40892794148028,0.414431238790683,-3.39966636103869,0.000674681230520866,0.00828007617189404
"ENSG00000106070",26.4628979192645,-1.55728231309533,0.415975434693807,-3.74368816812854,0.000181338684494441,0.00273274046304867
"ENSG00000106178",136.582203090188,-1.43695294316612,0.199419605711744,-7.20567537999847,5.77568516917306e-13,3.5644671588126e-11
"ENSG00000108515",61.335878401704,-1.27363074695705,0.272354095405627,-4.67637817254111,2.91985930201943e-06,6.82447369984733e-05
"ENSG00000108551",90.2837439151968,-1.13751864345818,0.245819921631425,-4.62744693720853,3.70201040345612e-06,8.4903294846764e-05
