"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",6.79756881531215,-2.50348596888435,0.795870045367603,-3.14559642426047,0.00165748547649101,0.00623525838836474
"ENSG00000000419",203.640310491369,0.276081209854075,0.175929723919187,1.5692698408422,0.116585076581248,0.211287886196795
"ENSG00000000457",12.7137683134643,-1.02567219469138,0.592058221409119,-1.73238400819812,0.0832052133678438,0.162782292431857
"ENSG00000000460",5.6049795733148,0.0661373856957063,0.846377792165804,0.0781416836640607,0.937715349776098,0.964830549803338
"ENSG00000001036",17.1144793570355,-0.215266915779293,0.479763049004563,-0.448694238178492,0.653652241665344,0.76406071843817
"ENSG00000001084",54.1729202571063,0.232293067842571,0.264297492541084,0.878907573466523,0.379451391964476,0.522070503510359
"ENSG00000001167",59.4658190221881,-0.262217301769829,0.302233219115555,-0.867599208773849,0.385613779749473,0.528550048414247
"ENSG00000001460",7.71630182122744,-0.29711379542184,0.698167482922447,-0.425562350996579,0.670426779013954,0.776720988597678
"ENSG00000001461",10.5242656515289,-0.662903745620691,0.574691100339345,-1.15349575664084,0.248706958262565,0.379202045561183
"ENSG00000001497",21.9810785756794,-1.54161320277417,0.422354387836325,-3.65004661292069,0.000262192724362321,0.00120901475502461
"ENSG00000001617",43.2852067833556,-2.43222445958095,0.324954190388096,-7.48482257353298,7.16438581742347e-14,1.11097503574332e-12
"ENSG00000001629",50.8081541358292,0.645752074069603,0.280170986277873,2.30484991557672,0.0211749804349817,0.0546110819419149
"ENSG00000001630",131.526984615169,-0.079112746121319,0.168734107679742,-0.468860429045414,0.639169402670802,0.753082997194415
"ENSG00000001631",21.9995719039505,0.600919376791245,0.419074038294648,1.4339217462303,0.151594595366777,0.259702936337065
"ENSG00000002016",9.80166529527933,0.290115320966718,0.667823060489496,0.434419441512055,0.663983882398261,0.771914238821955
"ENSG00000002330",34.7954422974143,-0.0559116082953794,0.356266316438399,-0.156937677561912,0.875293965364672,0.926287976555428
"ENSG00000002549",19.7561801112173,-1.67503045499592,0.45213757820782,-3.70469196927935,0.000211647770097613,0.000998520499654354
"ENSG00000002586",29.5519305720608,0.707351271402256,0.353620468721664,2.00031201236548,0.0454665827085924,0.101086918278436
"ENSG00000002587",0.706052427661256,-0.181604030377993,2.26302457807402,-0.0802483685495581,0.936039721634067,NA
"ENSG00000002822",8.17310224023894,-0.206790278194233,0.653615126293775,-0.316379272564889,0.751714647683414,0.838491684579328
"ENSG00000002834",60.0996214701626,0.138525354967044,0.252027198496877,0.549644466125985,0.582563253730073,0.704772730110262
