"","GSM6765254","GSM6765268","GSM6765281","GSM6765294","GSM6765307","GSM6765321","GSM6765335","GSM6765349","GSM6765363","GSM6765379","GSM6765393","GSM6765408"
"ENSG00000000003",1.4284395899865,1.62534082155768,1.75693492601646,-0.731018882363552,-0.732478538193126,-0.907506330946731,-0.609077754834887,-0.728892807986395,-0.490901529727579,-0.10705284023961,-0.417604680831719,-0.0861819724370421
"ENSG00000000419",-1.37095060001569,-0.831521889698161,-1.15871745608555,1.00853323586644,1.1498428716861,0.135030577766499,-0.676396443295383,-0.76838135025163,-0.559038913425291,1.40133590640943,0.905305343988985,0.76495871705424
"ENSG00000000457",-0.0762217179356883,0.202373176695941,0.149436827351176,0.635494000853533,1.1264986499782,-0.383263473674431,-1.21059104676858,-1.72721136233591,-1.38261387458696,0.597277527152762,0.678040654324019,1.39078063894594
"ENSG00000000460",-0.776777678669956,-0.756183639889719,-0.810327404986812,0.725632492495792,0.70627767785032,1.49807136296738,-0.278944311401454,-1.33633827079393,-0.28169754357088,-0.352271986524657,1.93795780634416,-0.275398503820241
"ENSG00000001036",1.17550128242534,0.865095620014267,1.25329625497681,-1.3346714169549,-0.909882843203914,-1.33506409805161,0.647976729053582,0.99897292378121,0.502383845771169,-0.470379520226672,-0.847302305164008,-0.545926472421275
"ENSG00000001084",0.125699914599333,0.461422051405958,-0.0914305862328576,-1.13034839965891,-1.01346643402934,-0.854821577508802,0.971337760016126,1.13461035293155,2.1070962449401,-0.399580145807643,-0.516837796258004,-0.793681384397509
"ENSG00000001167",-0.698471132632372,-0.732283657856853,-0.672079434317976,0.573259960320317,0.56123490685196,-0.252908338493612,-1.19341645126865,-0.732060337178882,-0.990224877236047,1.23101505307423,1.18999558779269,1.71593872094519
"ENSG00000001460",1.30566013644376,0.72853076193308,1.24771760782264,-0.584837203681486,-0.599693650774844,0.00807455611669785,0.253841488238922,-0.162104125341498,0.250520529922123,-0.307890475912502,-2.47850463296869,0.338685008201787
"ENSG00000001461",1.25792861761454,1.82704233194212,1.48552335935697,-0.934691721260647,-0.676645266406217,-0.936642777571079,-0.204339810423673,0.322562840593375,-0.0273839436289886,-0.566259450945901,-0.772178552592212,-0.774915626678282
"ENSG00000001497",1.70023808802318,1.61460263206074,1.44210300891302,-0.634545094114344,-0.748313565257981,-0.312917721962585,-0.765611020382461,-0.915053611519991,-0.911836651346024,-0.252084804687826,-0.2085892642464,-0.00799199547932617
"ENSG00000001617",1.69046342301757,1.65137745618534,1.57677165637869,-0.784914931588505,-0.758410652841846,-0.590299411351436,-0.641262753275047,-0.567952168892015,-0.547829008073136,-0.344931659493622,-0.301438691583967,-0.38157325848203
"ENSG00000001629",-0.36811372211981,-0.433973294994293,-0.582727598937665,-0.694473372836101,0.0750774208520449,-0.000230221445959482,1.92453838202483,1.61153558738574,1.09732907218561,-0.949197979202608,-0.713685388093892,-0.966078884817888
"ENSG00000001630",1.07104041633209,0.926176439730809,0.910376653460906,-1.6032112181401,-1.37049110348938,-1.43205688176584,0.757412385377123,0.717541139070613,0.612933603692567,0.0379566449664996,-0.360250179374346,-0.267427899860938
"ENSG00000001631",-0.635077995375559,-0.607531844699817,-0.679953399666865,-0.709734059562905,0.00557815076076848,-0.469929105354043,1.22713496257014,1.37110825327105,2.04698526859681,-0.123867715363444,-0.246274386101406,-1.17843812907473
"ENSG00000002016",-0.210789020642509,-0.79480983734799,-0.825307773633888,0.0398630730391389,-1.13647630647659,-0.839996888543425,-0.821317763967652,0.350077711849367,-0.0357022353460136,1.72881176408117,1.82807497306153,0.717572303926859
