"","GSM6765254","GSM6765268","GSM6765281","GSM6765294","GSM6765307","GSM6765321","GSM6765335","GSM6765349","GSM6765363","GSM6765379","GSM6765393","GSM6765408"
"ENSG00000084207",11.659767894147,11.6278468600598,11.6569510191325,8.63087959455834,8.62498534734814,8.59657872837834,8.40385448499312,8.56650086170954,8.53013877969791,9.60920586160476,9.6341480059861,9.59542980698834
"ENSG00000096696",11.6390413710397,11.6979073422983,11.685525418524,8.92150688202765,8.93844492467628,8.83506852922898,8.32569467079749,8.21688434864313,8.27006991968929,9.76799363727844,9.80390259161983,9.5113439893821
"ENSG00000109971",10.8549463268476,10.7830969025421,10.8104301826966,13.7203543218708,13.7645509379561,13.7000306268865,13.247440658801,13.1432033342417,13.1720569771377,13.2925100737843,13.315231431938,13.4285649940749
"ENSG00000120738",6.06034039051737,6.04425570936719,5.99677336525488,13.6550710976848,13.6134041418733,13.6615678430969,11.2390845859465,11.3242121486861,11.292054613077,13.3084242527377,13.3856290091924,13.5588203501542
"ENSG00000128422",14.2719078571742,14.2608202913236,14.2840565746299,10.9020847286936,10.9676772647793,10.9292117546858,9.54113502123875,9.77485399107361,9.76509491699746,11.7655197756319,11.857491023436,11.5937398597493
"ENSG00000132002",8.63174314089527,8.54791822428226,8.57089121857223,12.998907775804,13.0442344160401,13.0503302638155,11.87664552869,11.8686611930586,11.8959756889871,12.1007591500505,12.1626877810952,12.2952586119312
"ENSG00000163191",13.3411778030293,13.318386478701,13.2988377471673,10.7220678343962,10.714213569181,10.7287831675998,10.7235282109088,10.7562991723954,10.7507424814048,10.8373019395455,11.0406097658874,10.8026595263502
"ENSG00000167768",11.9186635692775,11.8862799402379,11.9087912810612,8.29221097559144,8.24504050366322,8.07692793934356,5.85847591954468,6.28374832364051,6.25945028601976,8.06851483903324,8.127741248775,7.88577555997091
"ENSG00000169469",14.6327364045616,14.6814799749655,14.5802987675176,11.9582915096798,12.0069925563189,11.9537186801496,10.4769294580651,10.5383532298483,10.4568949348113,12.7310618706739,12.8043806503418,12.3501737598945
"ENSG00000170465",11.2899238273776,11.2796467986038,11.2491039651621,6.7513823879884,6.71578473861289,6.82196344533051,5.4037280450242,5.47399953207748,5.4772828201974,7.96028767380358,7.97439824021314,7.64390765370873
"ENSG00000185479",13.3308126762375,13.2850423776736,13.2766653993998,9.79884514682588,9.69853781297201,9.76997146294508,8.37503856862796,8.35401842537821,8.38685358598966,10.89645471619,10.980726830219,10.6263853427013
"ENSG00000186081",14.334558345241,14.3413737080165,14.3051643356114,10.9886401423361,11.0106638287563,10.9900161738637,9.36509911699406,9.47449812002163,9.38664086219502,11.7902681749634,11.9183191467565,11.7703648435107
"ENSG00000186395",13.0357582083239,13.0734272493541,12.9519199651289,9.0169848027382,8.87556439131757,8.86954508365245,7.4812380759661,7.29081068651782,6.9912040541831,9.53569555396099,9.66973455379897,9.32920768806584
"ENSG00000186832",14.2964886412564,14.243818513221,14.2827673364244,10.604030053812,10.5448226268188,10.4624591089334,9.18314607730476,9.41617926762382,9.29397482312099,11.5917267521276,11.7172978204582,11.2458828123802
"ENSG00000186847",14.9011580813184,14.8812732906093,14.8983456814495,10.640466348952,10.7367338616487,10.7032062096722,8.67210188943273,8.8979089117719,8.7969762348066,11.6078625487813,11.7069681894205,11.5371530817389
"ENSG00000188293",12.0029793620932,11.9762456130153,12.0290031703959,6.83766337186401,6.7308333403032,6.94353029216777,5.4037280450242,5.71801122180277,5.37707076655241,9.02134979708168,9.09840062276918,8.48597513347695
"ENSG00000196754",12.0237978025751,12.0975659547079,12.0150955698038,10.2595022746279,10.2742209266504,10.1608558831496,9.09558375977564,9.23981300875093,9.25938231739439,10.6638456138211,10.8241448761049,10.8268813952559
"ENSG00000196878",8.43931152223014,8.48087261768602,8.51488607454487,10.9374951642733,10.9110467911101,10.9837350591308,11.5224671994954,11.6943017182382,11.6541321601175,10.1553365708398,10.1618529661299,10.2550395702114
"ENSG00000204389",8.06176560739348,7.9102910139264,8.04068407238682,13.5618421800371,13.6010548717435,13.6361370742353,12.1527924739168,12.2619181512465,12.2562806263003,12.3240155806664,12.248490471341,12.416346781289
"ENSG00000205420",14.998082310612,14.9686393631327,14.9837381803564,11.216238882761,11.2790117849586,11.1901329178018,9.60732208512851,9.6867177385505,9.62130945161787,12.1154399368057,12.2422837550686,11.8511791074343
