"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000000003",6.79756881531215,-2.08956841337857,0.81984863253575,0.00165748547649678,0.00639276120057449
"ENSG00000001497",21.9810785756794,-1.4158020558472,0.421584667689388,0.000262192724363671,0.00123955450367203
"ENSG00000001617",43.2852067833556,-2.36622606535935,0.32663902021256,7.16438581756219e-14,1.13903829818385e-12
"ENSG00000002549",19.7561801112173,-1.53084613789268,0.45306502756363,0.000211647770098763,0.0010237431571549
"ENSG00000003756",329.452065709463,1.80695914761768,0.205935611634539,5.51408749381691e-19,1.18527114353074e-17
"ENSG00000004059",164.947658527375,-0.810227678770044,0.167357259794097,8.76437123454461e-07,6.62367596038969e-06
"ENSG00000004142",120.10237738997,-0.914571609726128,0.197223229564382,2.15494409133454e-06,1.53131969415122e-05
"ENSG00000004478",463.211847561009,0.452880641012569,0.114239579479799,6.58885601079168e-05,0.000358982991951868
"ENSG00000004700",535.561625345351,1.85982249450363,0.176912440330838,2.38111715999926e-26,7.33469125178344e-25
"ENSG00000004777",8.91815020148677,2.0702439169107,1.04836937623712,0.00959768393678964,0.0288909577151476
"ENSG00000004779",81.6233339093508,-0.768037749966374,0.258732569135554,0.00205317093887507,0.00768097192566039
"ENSG00000004897",43.1430047305333,0.829206785846656,0.30735192785545,0.00455523575354445,0.0154036396468791
"ENSG00000004961",110.915367583637,1.03085905160058,0.203905698062225,2.39731550057819e-07,1.98696419867742e-06
"ENSG00000005001",72.7418581563756,2.28849817977627,0.360485554416164,4.95002064246831e-11,6.12099326756835e-10
"ENSG00000005007",106.896140982526,0.489220222678412,0.211436739085543,0.0178591115943359,0.0485435769158628
"ENSG00000005022",392.143601063938,-2.32740665814852,0.135471630273588,6.32452436782081e-67,5.28960219854104e-65
"ENSG00000005238",151.924085198622,1.39855269694576,0.198364172292853,7.23142258709517e-13,1.05378702958726e-11
"ENSG00000005339",84.6868742170062,0.894679580726199,0.282736408958927,0.000978403089366482,0.00399702860664815
"ENSG00000005448",5.22663162874265,-1.71677741345457,0.974302224962261,0.013761038702584,0.0391712735345831
"ENSG00000005469",7.10262676604535,-3.10111528472933,0.953254997915079,0.000109879348643301,0.000569194824053135
"ENSG00000005483",59.7910446348461,0.960888282608457,0.296966314404741,0.000710955398797564,0.00302068488405369
"ENSG00000005513",16.8639966654017,6.61820232012146,2.35980003171993,4.15976016455173e-07,3.32395427161632e-06
"ENSG00000005812",43.2673968884685,1.29694994228131,0.324957376417517,2.72374644602402e-05,0.000160357085986056
"ENSG00000005884",120.572893034118,0.556495945181988,0.185904406196142,0.00230671612437203,0.00851141243752245
"ENSG00000005889",34.3641527014179,1.38383549905942,0.415606759043366,0.000329946466740938,0.00152515459311744
"ENSG00000006015",5.34493359360072,-2.75386125720141,1.05795331743784,0.00096334669752632,0.0039483767228581
"ENSG00000006062",20.8641449516022,2.09712604432766,0.51069263944822,8.47415771248166e-06,5.48514898837931e-05
"ENSG00000006118",22.6282547073305,1.209061026776,0.465855160233314,0.00400091980654016,0.0137824361550677
"ENSG00000006125",137.898797213961,1.31593550066787,0.183773029901227,3.43507871501287e-13,5.17454572446485e-12
"ENSG00000006194",41.374098097587,1.12244751878122,0.346619724720223,0.000592239237448536,0.00257333169924112
"ENSG00000006282",10.3407642426892,1.25482889576518,0.609584545723456,0.0146582509454791,0.0413161484982868
"ENSG00000006327",979.184796857992,2.07859320611876,0.0968708066812049,8.76575487882473e-103,1.24708677657506e-100
"ENSG00000006432",44.5972757600941,0.940724745057844,0.327872071214612,0.00234522845945661,0.00864372508183104
"ENSG00000006453",99.6016904856885,0.605023260476018,0.222594139980186,0.0052376030860385,0.0173413921754634
"ENSG00000006459",45.5126032611037,1.21470094636545,0.309248048758325,3.84837648136186e-05,0.000219452873730552
"ENSG00000006555",11.5963416922196,-1.28378180083465,0.581023640882778,0.00929482065317621,0.028178498465253
"ENSG00000006625",132.892982306462,-2.30349534501702,0.220775027408583,2.97965958941143e-26,9.09719078183135e-25
"ENSG00000006652",132.635128619225,0.839120051424718,0.235036899077531,0.000242848972346235,0.00115762204434475
"ENSG00000007038",9.11670285620664,1.67472344863025,0.760603982023731,0.00661279366655201,0.0211822205192792
"ENSG00000007080",63.0726260849318,-1.98530373286194,0.298469909128808,6.06795250251879e-12,8.14569499365363e-11
"ENSG00000007168",160.230634489123,0.494975305144271,0.160440765960867,0.00176219287672317,0.00675132195968344
"ENSG00000007384",134.362460661816,2.21659235136939,0.251051721665018,2.43826170499592e-19,5.35796361925855e-18
"ENSG00000007392",42.9339584056534,0.992872460265464,0.34263345442242,0.00209067762880687,0.00779766250744186
"ENSG00000007520",58.8402136211082,-2.05007995627132,0.296293226754924,9.05674713159281e-13,1.29785161387311e-11
"ENSG00000007545",43.6138282885592,1.48170504637691,0.360715268394938,1.39361747579811e-05,8.65133655691134e-05
"ENSG00000008018",203.322410880028,-0.51075031525361,0.147317725999588,0.000453079482629905,0.00202937256095187
