"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",6.79756881531215,-2.50348596888435,0.795870045367603,-3.14559642426047,0.00165748547649101,0.00623525838836474
"ENSG00000001497",21.9810785756794,-1.54161320277417,0.422354387836325,-3.65004661292069,0.000262192724362321,0.00120901475502461
"ENSG00000001617",43.2852067833556,-2.43222445958095,0.324954190388096,-7.48482257353298,7.16438581742347e-14,1.11097503574332e-12
"ENSG00000002549",19.7561801112173,-1.67503045499592,0.45213757820782,-3.70469196927935,0.000211647770097613,0.000998520499654354
"ENSG00000003756",329.452065709463,1.83735752271819,0.206411927455042,8.90141158687824,5.5140874937719e-19,1.15606881099953e-17
"ENSG00000004700",535.561625345351,1.88044580791606,0.177050533913249,10.6209553078075,2.38111715997892e-26,7.15398146725808e-25
"ENSG00000004777",8.91815020148677,2.77190757813558,1.07023593106561,2.58999674527434,0.00959768393678001,0.0281852987948882
"ENSG00000004961",110.915367583637,1.0585132194666,0.20491777232579,5.16555107667148,2.39731550055682e-07,1.93801000825795e-06
"ENSG00000005001",72.7418581563756,2.37171905890368,0.36085870300448,6.57243136761547,4.95002064243334e-11,5.97018618702086e-10
"ENSG00000005022",392.143601063938,-2.33890938854633,0.135330560392534,-17.2829358111147,6.32452436751378e-67,5.15927866586276e-65
"ENSG00000005238",151.924085198622,1.42587473972103,0.198728555626895,7.1749866808173,7.23142258700935e-13,1.02782416073016e-11
"ENSG00000005448",5.22663162874265,-2.33404108030888,0.947471727097749,-2.46344140258244,0.0137610387025575,0.0382140666260415
"ENSG00000005469",7.10262676604535,-3.55187233515898,0.918348915624274,-3.86767194334247,0.000109879348642858,0.000555171183458286
"ENSG00000005483",59.7910446348461,1.01953531722074,0.301163722285276,3.38531915293234,0.000710955398795178,0.0029462622129874
"ENSG00000005513",16.8639966654017,6.45042181145022,1.27440973881144,5.06149758198341,4.1597601645451e-07,3.24205974607858e-06
"ENSG00000005812",43.2673968884685,1.37097887100621,0.32678042010313,4.19541314798951,2.72374644600828e-05,0.000156406259228974
"ENSG00000005889",34.3641527014179,1.50583366908487,0.419384845274889,3.59057721338943,0.00032994646673984,0.00148757832052842
"ENSG00000006015",5.34493359360072,-3.33410598853032,1.01002354238979,-3.30101809373826,0.000963346697523225,0.00385109787605067
"ENSG00000006062",20.8641449516022,2.26376104273824,0.508385799668062,4.45284082328087,8.47415771243526e-06,5.35000763646241e-05
"ENSG00000006118",22.6282547073305,1.36259376119224,0.473436944540972,2.87808920893017,0.00400091980652996,0.0134428688874455
"ENSG00000006125",137.898797213961,1.33931633259187,0.184069628648691,7.27613970009166,3.43507871495672e-13,5.04705691671557e-12
"ENSG00000006194",41.374098097587,1.20561346889452,0.350964472348028,3.43514390738386,0.000592239237446428,0.00250993077330885
"ENSG00000006282",10.3407642426892,1.5183103023692,0.622076240702824,2.44071418103641,0.0146582509454451,0.0403064469306827
"ENSG00000006327",979.184796857992,2.08457267623622,0.0968368668217204,21.5266431541407,8.76575487798091e-103,1.21636145007859e-100
"ENSG00000006432",44.5972757600941,1.01548247767405,0.333751880714303,3.04262698235795,0.00234522845944961,0.00843076373920231
