"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000001036",17.1144793570355,-1.41194736976378,0.525676738495267,-2.68596128831083,0.00723214674855906,0.0193038724708741
"ENSG00000001167",59.4658190221881,1.18631058943278,0.289950707409022,4.09142160760206,4.28736876228965e-05,0.00020216733322949
"ENSG00000001617",43.2852067833556,-1.8664168445869,0.322647196649306,-5.78469877925378,7.26423784110342e-09,5.86819804417708e-08
"ENSG00000002330",34.7954422974143,-1.51215716233871,0.392950463419883,-3.8482132052429,0.00011898248244634,0.000509442293477001
"ENSG00000002549",19.7561801112173,-1.52501224531968,0.462939797923686,-3.29419127964253,0.000987053045829946,0.00342479473902223
"ENSG00000003249",9.2796454787406,-1.66332813356461,0.722079784604505,-2.30352402743921,0.021249376865926,0.0486595522960523
"ENSG00000003393",37.9799743167356,1.26931595540649,0.353188916194502,3.59387256282831,0.000325799232338408,0.00127018131621028
"ENSG00000003756",329.452065709463,4.43532755921816,0.197114195309952,22.5013097217267,4.02985553821026e-112,6.29377081021196e-110
"ENSG00000004455",35.1765893026327,-1.19604072774656,0.347561159483727,-3.4412381680484,0.000579058594370385,0.0021201980741125
"ENSG00000004478",463.211847561009,1.38995140223826,0.112794375891444,12.3228786121038,6.82150704568856e-35,2.53516574879287e-33
"ENSG00000004534",54.7572265131917,1.14474809175298,0.285537704762707,4.00909607613577,6.09516158698308e-05,0.000278614720765265
"ENSG00000004700",535.561625345351,4.38636416889752,0.170046619181435,25.7950683760281,1.00720115880208e-146,2.31815298286396e-144
"ENSG00000004777",8.91815020148677,3.34332528623305,1.0682958731154,3.12958738339326,0.00175051998750131,0.00567038807803201
"ENSG00000004779",81.6233339093508,-1.09236113755462,0.271068568991195,-4.02983326919801,5.58164291809886e-05,0.000256990965293934
"ENSG00000004864",36.1180436066851,-1.09961210105392,0.344101661667441,-3.19560241506957,0.00139539249966614,0.00464505308376555
"ENSG00000005001",72.7418581563756,3.77961088477517,0.354777719563509,10.6534618053955,1.67998896505765e-26,4.47769585998451e-25
"ENSG00000005007",106.896140982526,1.1137583449562,0.21373987547918,5.21081217278377,1.88015727266617e-07,1.29751621568161e-06
"ENSG00000005020",15.9729797857132,-1.25558101655775,0.534335895925724,-2.34979724576147,0.018783639708198,0.0438708508691205
"ENSG00000005022",392.143601063938,-1.66479679725584,0.133995933446191,-12.424233739335,1.93067448634652e-35,7.32038109432948e-34
"ENSG00000005238",151.924085198622,2.03460920624885,0.197849650633748,10.2836128329346,8.35362537082046e-25,2.02571554971892e-23
"ENSG00000005243",10.5258050757475,-1.97235445331931,0.687640672728633,-2.86829230954706,0.00412694052393607,0.0119702261183987
