"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",6.79756881531215,-1.61012025832251,0.768211361305461,-2.09593393097748,0.0360880522356936,0.0756770654419723
"ENSG00000000419",203.640310491369,0.999512089181226,0.174516667485903,5.72731592678369,1.02032050623548e-08,8.14208316380979e-08
"ENSG00000000457",12.7137683134643,0.338506858244115,0.560213399058378,0.604246272604487,0.545679920913707,0.648331710874349
"ENSG00000000460",5.6049795733148,0.468600951526108,0.849914683585284,0.551350577388967,0.581393373392889,0.678343975946399
"ENSG00000001036",17.1144793570355,-1.41194736976378,0.525676738495267,-2.68596128831083,0.00723214674855906,0.0193038724708741
"ENSG00000001084",54.1729202571063,-0.157583874342405,0.27639805740958,-0.570133798403982,0.568586952969589,0.667938703541062
"ENSG00000001167",59.4658190221881,1.18631058943278,0.289950707409022,4.09142160760206,4.28736876228965e-05,0.00020216733322949
"ENSG00000001460",7.71630182122744,-0.64909746000779,0.733572423370727,-0.884844412532877,0.376240552124205,0.489284278679366
"ENSG00000001461",10.5242656515289,-1.15075628342213,0.613599318318102,-1.8754197553159,0.0607349994409389,0.115458985315994
"ENSG00000001497",21.9810785756794,-0.907339286486991,0.417595369381367,-2.17277142663516,0.0297975248602342,0.0645072159474278
"ENSG00000001617",43.2852067833556,-1.8664168445869,0.322647196649306,-5.78469877925378,7.26423784110342e-09,5.86819804417708e-08
"ENSG00000001629",50.8081541358292,-0.179046541245795,0.298772476482412,-0.599273880090273,0.548990262925688,0.651429383079062
"ENSG00000001630",131.526984615169,-0.372517483931401,0.175641561460818,-2.12089599314171,0.0339305559389907,0.0718343137234499
"ENSG00000001631",21.9995719039505,0.0421939838331409,0.440868446619048,0.0957065177984952,0.923753664211706,0.948543511706989
"ENSG00000002016",9.80166529527933,1.0191313508354,0.661096824718678,1.54157653270999,0.123176531856349,0.204680829011362
"ENSG00000002330",34.7954422974143,-1.51215716233871,0.392950463419883,-3.8482132052429,0.00011898248244634,0.000509442293477001
"ENSG00000002549",19.7561801112173,-1.52501224531968,0.462939797923686,-3.29419127964253,0.000987053045829946,0.00342479473902223
"ENSG00000002586",29.5519305720608,-0.765275782185452,0.392654675652137,-1.94897916576302,0.0512979128375042,0.100714953384498
"ENSG00000002587",0.706052427661256,-1.59854930332133,2.4471695769938,-0.653223756273174,0.513612037089345,NA
"ENSG00000002822",8.17310224023894,-0.654745871746533,0.690365273128827,-0.94840499259057,0.342923318759854,0.455044542296748
"ENSG00000002834",60.0996214701626,-0.628813715695996,0.269266715480783,-2.33528200681333,0.0195286935075512,0.0452844445842137
"ENSG00000002919",27.5499907040012,0.159755314824662,0.379700147481097,0.420740723659095,0.673944420502329,0.759055361656082
"ENSG00000003056",114.059065604612,0.35492184665431,0.201655584585466,1.76003975979096,0.0784010654300247,0.142154312178883
"ENSG00000003096",0.706481453593194,-2.01083362236012,2.60829767904594,-0.770937166610384,0.440744175896084,NA
"ENSG00000003137",3.11187611723012,1.62013701043626,1.33358432111644,1.21487406891521,0.224414125303406,0.327813039734482
"ENSG00000003147",6.99278663263318,-0.874112510228221,0.800012838340482,-1.092623103451,0.274559314586575,0.384125375713051
"ENSG00000003249",9.2796454787406,-1.66332813356461,0.722079784604505,-2.30352402743921,0.021249376865926,0.0486595522960523
"ENSG00000003393",37.9799743167356,1.26931595540649,0.353188916194502,3.59387256282831,0.000325799232338408,0.00127018131621028
"ENSG00000003400",4.22291827278933,-1.37787806125371,0.950290787344316,-1.44995413993682,0.147071308233677,0.235410992278868
"ENSG00000003402",15.2559263406387,-0.181717780871381,0.500774156407954,-0.362873719711975,0.716699219209028,0.792855505612179
"ENSG00000003436",0.812534703979714,2.32504312734421,2.24844945902522,1.03406510562715,0.301105727785729,NA
"ENSG00000003509",18.7738056041124,0.0746372851251113,0.489164002035379,0.152581311818839,0.878728463423767,0.917618300696999
"ENSG00000003756",329.452065709463,4.43532755921816,0.197114195309952,22.5013097217267,4.02985553821026e-112,6.29377081021196e-110
