"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",6.79756881531215,-3.19591230339984,0.936093217659405,-3.41409620656248,0.00063993974317373,0.00204141665644879
"ENSG00000000419",203.640310491369,0.909394146053966,0.175545964323913,5.18037625961013,2.21438781517921e-07,1.26275007642451e-06
"ENSG00000000457",12.7137683134643,0.166311998817349,0.56791725279306,0.292845477046901,0.769640265594221,0.823783112169414
"ENSG00000000460",5.6049795733148,0.636798180961631,0.84638552215845,0.752373669315219,0.451826376500205,0.547705665027583
"ENSG00000001036",17.1144793570355,-2.57359844481769,0.607695532753217,-4.23501294004546,2.285385451699e-05,9.75814332718013e-05
"ENSG00000001084",54.1729202571063,-0.258535957459673,0.280103884117701,-0.923000258543486,0.356007070494793,0.453093938285358
"ENSG00000001167",59.4658190221881,0.687253644187165,0.2965006723434,2.31788224544464,0.0204557216186563,0.0429663559113329
"ENSG00000001460",7.71630182122744,-0.478392279194624,0.729343287442936,-0.655921960798267,0.511874337399055,0.603697620383468
"ENSG00000001461",10.5242656515289,-1.27037398457624,0.625631149977128,-2.03054784695852,0.0423008828027623,0.0792172862909648
"ENSG00000001497",21.9810785756794,-1.23924006858004,0.431757739013776,-2.8702208590649,0.00410185184893613,0.0106621878913766
"ENSG00000001617",43.2852067833556,-2.84361567526946,0.361472897276962,-7.86674657129458,3.6398294157112e-15,4.15464399808226e-14
"ENSG00000001629",50.8081541358292,0.1001399432289,0.295053598462098,0.339395769957926,0.734311604774015,0.794597361082208
"ENSG00000001630",131.526984615169,-0.932698022718979,0.184728672303606,-5.04901600324429,4.44091539132577e-07,2.43676470776523e-06
"ENSG00000001631",21.9995719039505,0.0826328806270665,0.442356729286252,0.186801454926199,0.851816306131738,0.889221521283465
"ENSG00000002016",9.80166529527933,-0.0259899669249603,0.702687120121678,-0.0369865423468412,0.970495736050693,0.983755043154074
"ENSG00000002330",34.7954422974143,-2.22617906369721,0.426888334307368,-5.21489786622821,1.83918542274228e-07,1.06018207325996e-06
"ENSG00000002549",19.7561801112173,-2.39994882262676,0.510400992420889,-4.70208494549264,2.57518316748318e-06,1.27283408707979e-05
"ENSG00000002586",29.5519305720608,-0.786498480049418,0.396697212388333,-1.98261660401965,0.0474102712693,0.0872348991355121
"ENSG00000002587",0.706052427661256,-1.50709349483212,2.4471695769938,-0.615851679834749,0.537992415192663,NA
"ENSG00000002822",8.17310224023894,-0.977029113534664,0.714981763000137,-1.36650913924706,0.171779214294532,0.252213337298068
"ENSG00000002834",60.0996214701626,-0.708619335065724,0.272877441390087,-2.59684102671108,0.00940854576417814,0.0219209744294544
"ENSG00000002919",27.5499907040012,-0.465520968328275,0.397469931254795,-1.1712105287025,0.241514164239923,0.332956590061033
"ENSG00000003056",114.059065604612,0.686053695613371,0.199217834778105,3.44373633202829,0.000573734920891708,0.00184859722351286
"ENSG00000003096",0.706481453593194,-1.02435156681405,2.54105937933846,-0.403119885801616,0.686860032194249,NA
"ENSG00000003137",3.11187611723012,2.38848069254983,1.30404886069427,1.83158834345993,0.0670127747768779,0.116499910798805
"ENSG00000003147",6.99278663263318,-1.19576297782072,0.826560903778317,-1.4466725589787,0.147988653524564,0.223660433538384
"ENSG00000003249",9.2796454787406,-0.763559545300851,0.668538972809392,-1.14213168768928,0.253399285709766,0.345407955629669
